date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:15	45681/45681	---M--	200	added ('OK')	image/png	etag:%22f20cebdc11b613e035646b6795eef1da%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/20/11/28/48/dena-bank-min-579460034.png	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/20/11/28/48/dena-bank-min-579460034.png	(from https://govjobadda.org/exam-list/)
16:43:15	17820/17820	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:46%20GMT	https://govjobadda.org/ssc-cgl-tier-2-exam-exam-free-test-series-list/5e70d091056e3774bbc21d18/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/ssc-cgl-tier-2-exam-exam-free-test-series-list/5e70d091056e3774bbc21d18/index.html	(from https://govjobadda.org/exam-list/)
16:43:15	145966/145966	---M--	200	added ('OK')	image/png	etag:%22beb988c7e339b64c36b9ff54a26efc1b%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/3/17/18/58/49/ssc_new_logo.png	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2020/3/17/18/58/49/ssc_new_logo.png	(from https://govjobadda.org/exam-list/)
16:43:16	39954/39954	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:47%20GMT	https://govjobadda.org/current-affairs-mcq-exam-free-test-series-list/5dc9886a056e3726c4d34c9a/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/current-affairs-mcq-exam-free-test-series-list/5dc9886a056e3726c4d34c9a/index.html	(from https://govjobadda.org/exam-list/)
16:43:16	14126/14126	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:48%20GMT	https://govjobadda.org/ctet-paper-ii-maths-science-exam-free-test-series-list/5de25820056e375fc8f0bb83/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/ctet-paper-ii-maths-science-exam-free-test-series-list/5de25820056e375fc8f0bb83/index.html	(from https://govjobadda.org/exam-list/)
16:43:16	156415/156415	---M--	200	added ('OK')	image/png	etag:%222ed09959922c427f815448e6472a0d2e%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/11/21/42/26/tempsnip.png	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/11/21/42/26/tempsnip.png	(from https://govjobadda.org/exam-list/)
16:43:16	18932/18932	---M--	200	added ('OK')	image/jpeg	etag:%22b648cc7d19f0e51ebfcf4315dc3afa72%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/30/17/23/4/Selection_292.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/30/17/23/4/Selection_292.jpg	(from https://govjobadda.org/exam-list/)
16:43:17	13929/13929	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:48%20GMT	https://govjobadda.org/ctet-paper-i-exam-free-test-series-list/5de18ee4056e375fc7ebbe87/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/ctet-paper-i-exam-free-test-series-list/5de18ee4056e375fc7ebbe87/index.html	(from https://govjobadda.org/exam-list/)
16:43:17	19164/19164	---M--	200	added ('OK')	image/jpeg	etag:%224fb2bb7c8beb9cd22b5507928892ac8d%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/30/3/4/28/ctet-paper-1.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/11/30/3/4/28/ctet-paper-1.jpg	(from https://govjobadda.org/exam-list/)
16:43:17	14084/14084	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Sep%202022%2011:09:49%20GMT	https://govjobadda.org/ctet-paper-ii-social-studies-exam-free-test-series-list/5de61188056e370487404bdf/	C:/Users/Admin/Desktop/project%20copy/web4/govjobadda.org/ctet-paper-ii-social-studies-exam-free-test-series-list/5de61188056e370487404bdf/index.html	(from https://govjobadda.org/exam-list/)
16:43:18	18932/18932	---M--	200	added ('OK')	image/jpeg	etag:%22b648cc7d19f0e51ebfcf4315dc3afa72%22	https://govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/12/3/13/10/56/Selection_292.jpg	C:/Users/Admin/Desktop/project%20copy/web4/govjobreborn-media.s3.ap-south-1.amazonaws.com/media/2019/12/3/13/10/56/Selection_292.jpg	(from https://govjobadda.org/exam-list/)
